date,n_trades,total_pnl,total_volume,win_rate,avg_trade_size,fg_value,n_accounts,pnl_per_volume_bps
2024-11-05,10,678.4759280000001,200627.23,100.0,20062.723,70.0,1,33.81773889815455
2024-11-06,15,2817.83723,123906.9,77.77777777777779,8260.46,70.0,2,227.41568306526918
2024-11-07,113,4493.353136,111335.3,100.0,985.2681415929204,77.0,3,403.5874638142619
2024-11-08,39,-64.41354100000007,270700.44,37.5,6941.036923076923,75.0,2,-2.3795137163426876
2024-11-09,86,102.90894,193384.41,43.18181818181818,2248.655930232558,75.0,2,5.321470329485195
2024-11-10,173,991.114334,413636.7,100.0,2390.963583815029,78.0,3,23.960986392164912
2024-11-11,373,6749.630996,1570572.42,95.83333333333334,4210.649919571046,76.0,4,42.97561137613763
2024-11-12,171,3494.399394,1226354.52,80.95238095238095,7171.663859649123,80.0,4,28.49420242688061
2024-11-13,48,7846.402274,515336.37,84.375,10736.174375,84.0,5,152.25787914018179
2024-11-14,110,4563.509225,1008361.81,100.0,9166.925545454545,88.0,2,45.25666461922036
2024-11-15,149,4140.740438,1427858.42,100.0,9582.942416107382,80.0,4,28.999656968791065
2024-11-16,157,2769.521909,303296.07,82.75862068965517,1931.822101910828,86.0,4,91.3141376675273
2024-11-17,209,882.975285,1215987.57,79.03225806451613,5818.122344497608,90.0,4,7.261384135694742
2024-11-18,346,4470.815187,2084339.58,79.48717948717949,6024.102832369942,83.0,7,21.449552797917892
2024-11-19,305,2958.268991,628031.15,89.82035928143712,2059.118524590164,90.0,5,47.10385768285538
2024-11-20,550,4210.0928969999995,1999514.1199999999,73.24414715719062,3635.480218181818,83.0,5,21.055579727539005
2024-11-21,535,1692.430891,598300.62,64.70588235294117,1118.3189158878504,82.0,5,28.287299635424077
2024-11-22,679,-18105.345617,1646713.62,59.375,2425.2041531664213,94.0,6,-109.94835651508122
2024-11-23,363,2901.531638,516245.68,85.90604026845638,1422.1644077134986,93.0,4,56.20447299433092
2024-11-24,172,945.550386,664952.28,75.40983606557377,3866.001627906977,80.0,3,14.219823202952249
2024-11-25,255,5523.740734,937410.87,70.46979865771812,3676.1210588235294,82.0,2,58.92550332811908
2024-11-26,302,1094.809359,1146902.44,68.75,3797.6901986754965,79.0,4,9.545793267298308
2024-11-27,213,-2654.495633,1444242.53,56.92307692307692,6780.481361502348,75.0,2,-18.379846721450587
2024-11-28,332,-127075.39958499999,1894225.15,47.80701754385965,5705.497439759036,77.0,5,-670.8568914577023
2024-11-29,393,176844.994152,794262.91,91.86602870813397,2021.0252162849874,78.0,11,2226.5296783403874
2024-11-30,373,37316.69352,1732193.7,90.7514450867052,4643.950938337802,84.0,8,215.43025771309527
2024-12-01,416,40886.364494,814711.82,95.25862068965517,1958.441875,81.0,9,501.85063589724285
2024-12-02,270,18489.604313,585243.56,98.21428571428571,2167.568740740741,80.0,8,315.9300772656088
2024-12-03,374,23576.539285,1084666.53,90.96045197740112,2900.177887700535,76.0,8,217.36209823861714
2024-12-04,319,292891.815021,769287.65,89.1566265060241,2411.5600313479626,78.0,7,3807.312063582458
2024-12-05,456,71574.11848800001,1256750.79,94.14634146341463,2756.0324342105264,84.0,8,569.5171951155089
2024-12-06,403,-92624.643895,3471019.22,68.61313868613139,8612.950918114144,72.0,10,-266.85142900188265
2024-12-07,304,85906.279067,451733.42,92.25352112676056,1485.965197368421,75.0,6,1901.7029793146587
2024-12-08,420,15965.933436,932939.72,97.43589743589743,2221.2850476190474,79.0,6,171.13574536198328
2024-12-09,539,6310.967676,983949.68,96.62921348314607,1825.5096103896105,78.0,10,64.13913032625814
2024-12-10,1596,39325.770231,3150424.08,83.43722172751559,1973.94992481203,78.0,11,124.82690975051207
2024-12-11,1221,319051.554217,2194098.33,98.63945578231292,1796.9683292383293,74.0,12,1454.135167301276
2024-12-12,1932,599151.795008,4557189.87,95.41284403669725,2358.7939285714288,83.0,14,1314.73959194068
2024-12-13,1173,31935.901745,2880824.64,96.31901840490798,2455.9459846547315,76.0,11,110.85680572698793
2024-12-14,1235,167801.399244,2369561.78,97.17607973421927,1918.6735060728743,83.0,12,708.1537213349213
2024-12-15,1697,97525.315279,2583269.81,88.91257995735607,1522.256812021214,80.0,15,377.52663272521266
2024-12-16,1055,166774.344133,2740808.97,97.98534798534799,2597.9231943127966,83.0,13,608.4858374241237
2024-12-17,1941,219591.305172,5233597.63,97.0217640320733,2696.3408706852138,87.0,16,419.5800302133659
2024-12-18,1429,13682.994673,3798887.07,70.39030955585464,2658.423421973408,81.0,13,36.01842966340139
2024-12-19,3339,62744.004486000005,8241709.39,93.48816029143899,2468.316678646301,75.0,13,76.12984335765327
2024-12-20,2488,254969.660039,7681274.71,93.50912778904666,3087.3290635048234,74.0,15,331.93665070598684
2024-12-21,1681,150022.163157,4382875.12,98.92933618843684,2607.302272456871,73.0,8,342.29166711234063
2024-12-22,774,352197.163973,3087320.22,95.46742209631728,3988.7858139534887,73.0,8,1140.785985501044
2024-12-23,2347,-29430.626577,6771878.26,48.504273504273506,2885.333728163613,70.0,14,-43.46006447109402
2024-12-24,338,14813.780116,1767036.11,66.66666666666666,5227.917485207101,73.0,11,83.83405427973963
2024-12-25,208,756.6570469999998,347889.35,76.82926829268293,1672.5449519230767,73.0,6,21.749934196031006
2024-12-26,697,60228.639722,2205242.65,96.49595687331536,3163.9062410329984,79.0,7,273.11570326285863
2024-12-27,260,2672.811035,347913.0,94.82758620689656,1338.126923076923,74.0,7,76.82412082905785
2024-12-28,161,940.673623,281555.01,80.43478260869566,1748.7888819875777,72.0,7,33.40994084956968
2024-12-29,201,2884.067927,344628.54,100.0,1714.5698507462685,73.0,7,83.68627644709868
2024-12-30,304,9009.738137,1073865.73,98.36065573770492,3532.453059210526,65.0,9,83.90004341604234
2024-12-31,306,5445.01281,877164.62,92.0,2866.551045751634,64.0,6,62.075153122340936
2025-01-01,96,-9528.065345,282582.1,96.66666666666667,2943.5635416666664,66.0,6,-337.1786586977732
2025-01-02,361,8716.519087,774674.84,98.21428571428571,2145.9136842105263,70.0,9,112.5184224002938
2025-01-03,508,6028.486793,771208.99,84.66257668711657,1518.1279330708662,74.0,9,78.16930133296295
2025-01-04,371,2553.537968,1826029.6199999999,88.23529411764706,4921.912722371967,73.0,9,13.984099381695684
2025-01-05,239,3187.719363,451943.57,96.15384615384616,1890.977280334728,72.0,8,70.53357044110618
2025-01-06,573,6064.185393,556526.99,73.55371900826447,971.2512914485166,76.0,7,108.964803180525
2025-01-07,637,16098.227531,1313178.1,97.0,2061.504081632653,78.0,6,122.58982639902386
2025-01-08,1039,130117.090554,3177275.18,91.4691943127962,3058.0126852743024,70.0,11,409.5241462654802
2025-01-09,522,46975.928902,1020733.25,85.79881656804734,1955.427681992337,69.0,7,460.21748485218836
2025-01-10,819,-10116.875552,6547449.68,88.52459016393442,7994.444053724053,50.0,7,-15.451627803881037
2025-01-11,283,2269.080536,1658098.71,78.4090909090909,5859.006042402827,69.0,7,13.68483385407133
2025-01-12,602,5742.241803,2258459.17,99.36842105263159,3751.59330564784,62.0,7,25.42548423844209
2025-01-13,408,9655.429352,2936648.0100000002,95.18072289156626,7197.666691176471,61.0,11,32.8790829514498
2025-01-14,275,16069.512355,876581.97,97.16312056737588,3187.5708,63.0,9,183.32013325576386
2025-01-15,267,14819.5883,1801599.8900000001,88.48920863309353,6747.565131086143,70.0,11,82.25793297534003
2025-01-16,371,20807.709328,3049692.96,90.0709219858156,8220.196657681941,75.0,9,68.22886631839816
2025-01-17,238,7006.415608,1110230.46,99.21259842519686,4664.8338655462185,75.0,8,63.107758798114766
2025-01-18,651,443.2330819999997,2711629.88,88.57142857142857,4165.330076804916,77.0,12,1.6345633497739733
2025-01-19,1567,87923.799302,9715215.3,73.04147465437788,6199.8821314613915,77.0,15,90.5011331061289
2025-01-20,1315,87277.239173,8287327.01,85.02475247524752,6302.149817490495,76.0,15,105.3141007561134
2025-01-21,530,11077.839421,1523729.82,95.7943925233645,2874.961924528302,76.0,8,72.7021239303435
2025-01-22,832,20524.408057,1778406.43,79.05405405405406,2137.5077283653845,84.0,10,115.40898475608864
2025-01-23,1218,101256.24216,3697028.66,95.0413223140496,3035.3273070607556,75.0,12,273.8854671470142
2025-01-24,874,10602.779738,1611433.45,97.79559118236473,1843.7453661327231,75.0,11,65.79719279130019
2025-01-25,506,-10348.016255999999,1239377.7,82.94117647058825,2449.363043478261,75.0,11,-83.49364569009109
2025-01-26,451,40823.466668,1201173.66,95.14563106796116,2663.3562305986693,73.0,7,339.8631524104517
2025-01-27,773,41331.765392,1508028.31,92.0,1950.8775032341528,71.0,15,274.07817955353903
2025-01-28,498,17979.613973,579412.17,95.42682926829268,1163.4782530120483,72.0,8,310.30784135928656
2025-01-29,910,23421.01147,1897513.41,96.43765903307889,2085.1795714285713,72.0,9,123.43001818363963
2025-01-30,1067,23097.471385,3014397.17,87.47044917257683,2825.114498594189,70.0,11,76.62384908953454
2025-01-31,1016,35868.296773,2783411.48,93.85665529010238,2739.578228346457,76.0,11,128.8645140351293
2025-02-01,634,32300.205017,1363746.44,94.9748743718593,2151.019621451104,68.0,12,236.84905103766945
2025-02-02,1319,162854.759623,5661092.29,89.413988657845,4291.957763457164,60.0,13,287.67374082679015
2025-02-03,2380,348871.326269,22592901.37,82.43647234678625,9492.815701680673,44.0,12,154.4163454509871
2025-02-04,2512,416876.88812,15678409.27,87.20200752823087,6241.404964171974,72.0,13,265.8923369972725
2025-02-05,1297,56706.235562,8743231.51,82.24852071005917,6741.1191287586735,54.0,11,64.85729618064295
2025-02-06,1703,33803.799733,2818508.87,94.69240048250904,1655.0257604227834,49.0,11,119.93504825478871
2025-02-07,1524,22450.002091,3460263.54,80.07448789571696,2270.5141338582675,44.0,13,64.8794573924274
2025-02-08,575,586.703253,839734.97,90.1639344262295,1460.4086434782607,44.0,10,6.9867669438608715
2025-02-09,764,150551.829492,2920919.7,98.50299401197606,3823.19332460733,46.0,12,515.4261155895521
2025-02-10,889,63908.49465,3624958.44,91.991341991342,4077.5685489313837,43.0,14,176.3013168504078
2025-02-11,848,-6093.784817,2797544.17,56.74846625766872,3298.990766509434,47.0,12,-21.782622352661548
2025-02-12,1031,19848.635032,4143974.54,85.63734290843806,4019.3739476236665,46.0,12,47.897579583102356
2025-02-13,1370,27829.534238,3199852.21,97.56468797564688,2335.6585474452554,50.0,11,86.97131120940114
2025-02-14,1655,213860.675308,4007103.42,88.5286783042394,2421.210525679758,48.0,15,533.7039075173159
2025-02-15,932,45042.92701,1712852.95,96.1630695443645,1837.8250536480687,50.0,12,262.9701925667349
2025-02-16,681,2369.478425,806177.64,85.95988538681948,1183.8144493392072,54.0,10,29.391517544445907
2025-02-17,941,1818.573295,2031044.64,87.19008264462809,2158.3896280552603,51.0,9,8.953881461709281
2025-02-18,1676,91204.672403,3371128.68,92.25806451612904,2011.413293556086,47.0,11,270.5463987301725
2025-02-19,1361,14985.794701,3263930.24,90.9375,2398.185334313005,44.0,10,45.91334250146228
2025-02-20,2012,46008.794102,4628609.29,97.17741935483872,2300.5016351888667,49.0,11,99.40090255922206
2025-02-21,1873,119693.49395,3972159.88,96.6403162055336,2120.747399893219,55.0,14,301.33100772872217
2025-02-22,686,25278.704178,3175570.2,96.875,4629.111078717201,49.0,10,79.60366984801658
2025-02-23,520,10656.934251,1141310.74,96.29629629629629,2194.8283461538463,50.0,12,93.37451999268842
2025-02-24,5616,38470.176242,11223619.59,88.16778789077958,1998.5077617521367,49.0,14,34.27608708003262
2025-02-25,6246,204762.177034,19414984.36,76.03923400280243,3108.3868651937237,25.0,18,105.46605304296006
2025-02-26,1176,63229.063129,4946958.13,92.82352941176471,4206.597049319727,21.0,13,127.81402524019343
2025-02-27,890,-36525.167517,1999898.43,58.80952380952381,2247.0768876404495,10.0,9,-182.63511270919895
2025-02-28,1019,225628.108748,4123660.77,96.82151589242054,4046.7721000981355,16.0,13,547.1548736245828
2025-03-01,174,10596.108968,263824.13,92.85714285714286,1516.230632183908,20.0,5,401.63532304645526
2025-03-02,532,66914.320708,6460848.74,95.01779359430606,12144.452518796992,26.0,10,103.56893250529806
2025-03-03,1482,616413.032233,8244590.38,96.5079365079365,5563.151403508772,33.0,14,747.6575594687095
2025-03-04,2402,182075.566585,11124247.15,74.44987775061125,4631.24360949209,15.0,16,163.6745068047144
2025-03-05,1660,269328.365917,9193654.22,98.43627834245504,5538.345915662651,20.0,13,292.9502888319417
2025-03-06,760,16101.125561,6765324.96,95.54973821989529,8901.743368421052,25.0,12,23.799485843175226
2025-03-07,2552,150236.061627,19854275.48,93.15164220824597,7779.888510971787,34.0,14,75.6693749808895
2025-03-08,529,24700.773359,892083.51,99.33993399339934,1686.3582419659735,28.0,13,276.8885769337895
2025-03-09,1422,19773.457395,10419697.99,100.0,7327.495070323488,27.0,12,18.97699665957401
2025-03-10,2911,-10010.027269999999,16811790.68,86.73163418290855,5775.263029886637,20.0,14,-5.954170772485491
2025-03-11,3286,-76880.729036,14016952.09,51.461988304093566,4265.657970176507,24.0,16,-54.8483925338151
2025-03-12,3968,288105.984215,18618139.15,96.01371624517789,4692.071358366935,34.0,13,154.74477975152527
2025-03-13,962,14114.870873,3285591.22,89.79591836734694,3415.375488565489,45.0,13,42.95991171111055
2025-03-14,2210,68646.160089,8047187.16,98.1789802289282,3641.261158371041,27.0,10,85.30454023763504
2025-03-15,261,78694.624572,2355749.54,82.01058201058201,9025.86030651341,46.0,8,334.0534434403413
2025-03-16,530,-7910.943544999999,10187921.51,55.90909090909091,19222.49341509434,30.0,8,-7.765022077599418
2025-03-17,920,26163.906513,3592895.05,86.33540372670807,3905.320706521739,32.0,11,72.82123788447426
2025-03-18,834,72322.788824,4050655.47,76.42276422764228,4856.901043165468,34.0,13,178.5458905592877
2025-03-19,1612,29374.682341,4598813.57,86.58064516129032,2852.8620161290323,32.0,12,63.87447956712887
2025-03-20,771,10246.859436,1652257.93,71.5909090909091,2143.0063942931256,49.0,13,62.01731128020673
2025-03-21,698,6951.270374,2543903.39,100.0,3644.560730659026,31.0,9,27.32521369060324
2025-03-22,535,12498.535254,971809.42,76.73716012084593,1816.4662056074767,32.0,8,128.61097038964698
2025-03-23,447,14047.421585,2593519.67,100.0,5802.057427293064,30.0,10,54.16354364877441
2025-03-24,1027,107878.961301,3017587.05,94.18777943368107,2938.254186952288,45.0,13,357.5007431881708
2025-03-25,791,32030.90678,5372519.77,73.33333333333333,6792.060391908975,46.0,13,59.61989560068199
2025-03-26,3102,15802.167427,7597754.37,51.977750309023484,2449.30830754352,47.0,17,20.798471044806888
2025-03-27,785,58825.359221,3240279.46,98.86792452830188,4127.744535031847,40.0,11,181.54409194384735
2025-03-28,728,21337.179335,1483092.61,98.71794871794873,2037.2151236263737,44.0,11,143.86950073872998
2025-03-29,1894,12098.872931,3668151.83,71.70212765957447,1936.7221911298839,26.0,10,32.983566361810055
2025-03-30,568,15795.11514,2850874.96,88.67924528301887,5019.146056338028,32.0,9,55.40444727186492
2025-03-31,495,6978.184557,2164772.4699999997,88.6986301369863,4373.277717171717,34.0,12,32.23518708642853
2025-04-01,192,-2202.6622420000003,704445.1900000001,72.1311475409836,3668.9853645833336,34.0,9,-31.268042897702234
2025-04-02,1076,202212.740938,3867930.6,99.89626556016597,3594.7310408921935,44.0,11,522.7930949381563
2025-04-03,1748,-2365.961276,8670233.15,82.01892744479495,4960.087614416476,25.0,17,-2.7288323567169583
2025-04-04,1272,-25515.678949999998,3835545.73,71.55297532656023,3015.3661399371067,28.0,14,-66.52424647274378
2025-04-05,360,35907.33771,1267564.22,97.20930232558139,3521.011722222222,30.0,10,283.2782524423102
2025-04-06,1048,47053.449272,3551252.06,95.95375722543352,3388.59929389313,34.0,14,132.4981963459952
2025-04-07,2814,34527.370305,14460253.14,53.285827395091054,5138.682707889126,23.0,18,23.877431446542435
2025-04-08,943,34899.394798,8869391.4,83.73101952277658,9405.505196182397,24.0,17,39.348127987676804
2025-04-09,3967,43120.444797,28556806.47,76.79856115107914,7198.589984875221,18.0,20,15.099883399882144
2025-04-10,2127,158261.822261,28741953.29,84.5229151014275,13512.90704748472,39.0,19,55.06300169100303
2025-04-11,1096,126406.479081,11319327.07,81.23620309050773,10327.853166058394,25.0,16,111.67313948902441
2025-04-12,2109,410419.694533,55914617.49,79.6116504854369,26512.383826458037,43.0,20,73.40114498796332
2025-04-13,1321,48696.021521,14171154.79,84.45229681978799,10727.596358819075,45.0,17,34.36277582357846
2025-04-14,890,45680.443063,13079972.98,89.95215311004785,14696.598853932584,31.0,14,34.92395827793216
2025-04-15,1131,72357.706282,20752168.24,99.23312883435584,18348.51303271441,38.0,14,34.86754031924715
2025-04-16,1608,58631.730257,36502715.9,67.7819083023544,22700.69396766169,29.0,17,16.06229257505741
2025-04-17,1031,5427.919886,2604551.51,84.82384823848238,2526.238128031038,30.0,12,20.840132610777204
2025-04-18,1894,4880.4047439999995,24610650.46,97.88306451612904,12994.007634635693,33.0,12,1.9830458166606293
2025-04-19,2786,71950.577495,32706462.71,79.6477495107632,11739.577426417804,32.0,15,21.998886927323117
2025-04-20,1982,25060.341936,12126094.05,82.12058212058211,6118.110015136226,37.0,12,20.666458492460727
2025-04-21,1718,34369.267906999994,42104054.84,79.46009389671362,24507.598859138536,39.0,14,8.162935384158832
2025-04-22,2998,58652.763578,33753625.24,68.94409937888199,11258.714222815212,47.0,15,17.376730102606302
2025-04-23,6159,-419020.225731,30682443.79,48.32085044696787,4981.72492125345,72.0,19,-136.56677043031587
2025-04-24,2232,50704.395965,35088918.64,77.82462057335582,15720.841684587815,63.0,15,14.450258922256717
2025-04-25,1653,20218.859206,27749455.78,87.3972602739726,16787.32957047792,60.0,16,7.286218283449162
2025-04-26,1131,-4125.753942,11948127.77,35.32608695652174,10564.215534924844,65.0,12,-3.453054755874945
2025-04-27,337,2702.067468,487537.69,73.61963190184049,1446.6993768545994,61.0,9,55.422740096257996
2025-04-28,1379,36906.813759,26124921.49,79.6398891966759,18944.83066715011,54.0,8,14.12705250545042
2025-04-29,2243,125749.613427,34089511.66,93.7137330754352,15198.177289344627,60.0,7,36.888065361919594
2025-04-30,1113,14003.797269,12693878.85,89.66565349544074,11405.10229110512,56.0,8,11.031929195542938
2025-05-01,1230,54536.829297000004,10720240.52,78.63501483679525,8715.642699186992,53.0,11,50.87276651606321
